Fecha,Producto,Cantidad,Precio_unitario
2025-11-16,Arepa,7,1940
2025-11-22,Arepa,3,2106
2025-11-15,Chocolate,6,4579
2025-11-26,Café,5,4832
2025-11-27,Arepa,7,4801
2025-11-19,Mantequilla,9,1003
2025-11-03,Té,5,4467
2025-11-30,Chocolate,9,4971
2025-11-17,Mantequilla,7,2186
2025-11-16,Yogurt,6,4589
2025-11-11,Arepa,8,4885
2025-11-28,Leche,2,2364
2025-11-05,Yogurt,9,3208
2025-11-14,Queso,1,2353
2025-11-27,Pan,2,2820
2025-11-17,Café,3,4828
2025-11-09,Pan,3,1898
2025-11-19,Mantequilla,6,2367
2025-11-07,Yogurt,9,3849
2025-11-19,Té,8,4366
2025-11-12,Queso,9,4460
2025-11-10,Té,6,1609
2025-11-13,Chocolate,5,4070
2025-11-04,Chocolate,1,2272
2025-11-04,Arepa,10,1638
2025-11-21,Arepa,7,1793
2025-12-01,Chocolate,9,2730
2025-12-01,Pan,4,3931
2025-11-03,Yogurt,5,4061
2025-11-30,Chocolate,3,4016
2025-11-13,Leche,9,2946
2025-11-30,Arepa,5,3705
2025-11-05,Café,3,4816
2025-11-08,Pan,7,2387
2025-11-04,Arepa,7,4783
2025-11-29,Té,1,1569
2025-11-26,Chocolate,6,4378
2025-11-09,Café,5,4793
2025-11-17,Arepa,3,2676
2025-11-10,Café,10,1699
2025-11-25,Arepa,2,3696
2025-11-25,Mantequilla,1,2714
2025-11-14,Leche,10,1678
2025-11-03,Mantequilla,4,4495
2025-11-29,Mantequilla,3,2173
2025-11-05,Pan,9,2933
2025-11-24,Pan,10,4417
2025-11-24,Chocolate,5,2300
2025-11-09,Chocolate,8,1501
2025-11-22,Galletas,7,2600
2025-11-20,Leche,6,3205
2025-11-17,Galletas,10,3276
2025-11-08,Yogurt,4,1030
2025-11-17,Queso,9,3412
2025-11-17,Pan,2,4456
2025-12-01,Chocolate,6,1018
2025-11-08,Yogurt,3,3052
2025-11-08,Leche,7,4713
2025-11-23,Té,10,1282
2025-11-24,Arepa,10,4163
2025-11-21,Mantequilla,9,4867
2025-11-25,Mantequilla,6,4009
2025-11-29,Galletas,2,1717
2025-11-19,Café,4,1402
2025-11-24,Galletas,1,4521
2025-11-29,Queso,2,1074
2025-11-12,Mantequilla,10,1212
2025-11-16,Yogurt,6,3797
2025-11-16,Chocolate,5,1659
2025-11-10,Arepa,3,2586
2025-11-15,Pan,3,4315
2025-11-15,Galletas,5,4986
2025-12-01,Chocolate,4,2354
2025-11-11,Leche,1,2491
2025-11-28,Pan,9,2749
2025-11-09,Galletas,4,2403
2025-11-12,Té,10,2935
2025-11-11,Mantequilla,10,2876
2025-11-02,Té,8,3774
2025-11-25,Yogurt,8,4074
2025-11-12,Yogurt,1,2147
2025-11-16,Mantequilla,6,3634
2025-11-02,Arepa,9,3687
2025-11-06,Chocolate,8,4004
2025-11-24,Té,6,2779
2025-11-12,Galletas,10,2785
2025-11-14,Queso,10,2886
2025-11-16,Mantequilla,8,4467
2025-11-25,Mantequilla,9,2069
2025-11-10,Café,2,4794
2025-11-14,Pan,6,3123
2025-11-26,Café,1,4750
2025-11-15,Café,9,1952
2025-11-28,Mantequilla,1,3619
2025-11-03,Pan,9,4119
2025-11-02,Queso,10,4971
2025-11-30,Té,5,2538
2025-11-14,Galletas,5,2413
2025-11-14,Té,8,3946
2025-11-21,Galletas,5,2933
2025-11-04,Café,4,1838
2025-11-15,Leche,10,3951
2025-11-26,Leche,4,1427
2025-11-24,Café,5,1580
2025-11-28,Mantequilla,2,2003
2025-11-22,Té,2,2095
2025-11-15,Leche,3,1112
2025-11-30,Pan,5,2757
2025-11-17,Café,10,2418
2025-11-26,Mantequilla,2,3268
2025-11-18,Mantequilla,3,2162
2025-11-21,Café,5,1368
2025-11-30,Pan,4,1203
2025-11-13,Queso,10,3897
2025-11-22,Pan,3,3969
2025-11-23,Galletas,1,3144
2025-11-17,Pan,1,1010
2025-11-20,Leche,6,3989
2025-11-27,Queso,3,1563
2025-11-17,Pan,3,3178
2025-11-10,Té,10,2126
2025-11-20,Yogurt,10,1025
2025-11-02,Yogurt,5,4839
2025-11-02,Té,1,4921
2025-11-30,Café,7,2450
2025-11-13,Yogurt,5,4302
2025-11-29,Queso,8,4328
2025-11-30,Té,3,4903
2025-11-17,Mantequilla,3,4676
2025-11-24,Café,5,2910
2025-11-04,Queso,4,1968
2025-11-12,Té,9,1915
2025-11-08,Leche,7,2072
2025-11-06,Café,3,2965
2025-11-20,Chocolate,6,4801
2025-11-15,Café,8,1436
2025-11-23,Galletas,4,1989
2025-11-18,Queso,10,3728
2025-11-29,Chocolate,7,4687
2025-11-10,Yogurt,1,2764
2025-11-28,Arepa,7,1554
2025-11-27,Arepa,5,1229
2025-11-21,Leche,3,1985
2025-11-12,Queso,5,1340
2025-11-10,Queso,9,3629
2025-11-04,Té,5,4137
2025-11-08,Queso,5,3626
2025-11-29,Yogurt,2,3632
2025-11-16,Queso,4,3243
2025-11-20,Leche,1,2770
2025-12-01,Chocolate,6,2573
2025-11-16,Leche,3,4463
2025-11-03,Yogurt,6,4097
2025-11-02,Yogurt,8,1452
2025-11-07,Leche,9,2601
2025-11-28,Yogurt,4,4435
2025-11-12,Leche,2,2469
2025-11-03,Té,2,1035
2025-11-26,Arepa,8,1753
2025-11-20,Yogurt,9,3348
2025-11-13,Pan,1,4343
2025-11-05,Queso,3,1719
2025-11-10,Queso,4,3450
2025-11-19,Galletas,2,1771
2025-11-20,Arepa,7,4293
2025-11-19,Té,7,4601
2025-11-02,Queso,2,3421
2025-11-11,Galletas,10,3118
2025-11-12,Café,6,1026
2025-11-07,Mantequilla,9,4686
2025-11-05,Galletas,1,3352
2025-11-16,Leche,10,2811
2025-11-18,Leche,9,1615
2025-11-02,Pan,7,2442
2025-12-01,Pan,8,4143
2025-11-20,Arepa,3,4587
2025-11-04,Pan,8,3594
2025-11-21,Arepa,9,2513
2025-11-19,Leche,5,2359
2025-11-16,Café,2,1142
2025-11-19,Chocolate,5,3337
2025-11-27,Café,1,2386
2025-11-03,Queso,10,1485
2025-11-06,Chocolate,9,3718
2025-11-10,Leche,5,2523
2025-11-04,Café,6,1208
2025-11-22,Pan,2,1564
2025-11-24,Yogurt,1,4736
2025-11-09,Queso,10,3817
2025-11-30,Mantequilla,7,2091
2025-11-29,Chocolate,4,4598
2025-11-04,Chocolate,3,3632
2025-11-21,Mantequilla,6,2949
2025-11-15,Chocolate,2,2531
2025-11-10,Leche,6,4772
2025-11-11,Galletas,4,2745
2025-11-04,Té,6,2746
2025-11-17,Café,6,2459
2025-11-16,Mantequilla,3,3983
2025-11-12,Café,5,1210
2025-11-11,Pan,9,1219
2025-11-16,Leche,6,4708
2025-11-19,Yogurt,1,3397
2025-11-30,Arepa,5,4329
2025-11-21,Arepa,4,3047
2025-11-24,Mantequilla,7,1636
2025-11-15,Yogurt,6,1881
2025-11-03,Leche,9,1495
2025-11-21,Café,2,3928
2025-11-14,Queso,5,1410
2025-11-12,Pan,4,2352
2025-11-18,Pan,10,1102
2025-12-01,Mantequilla,4,2929
2025-11-28,Pan,10,4072
2025-11-17,Pan,8,2600
2025-11-15,Café,6,1199
2025-11-16,Queso,9,2560
2025-11-11,Galletas,9,4980
2025-11-05,Chocolate,3,1405
2025-11-17,Mantequilla,3,1022
2025-11-23,Mantequilla,8,1931
2025-11-25,Yogurt,5,4194
2025-11-11,Leche,3,3262
2025-11-15,Arepa,2,1719
2025-11-16,Leche,10,1477
2025-11-03,Pan,5,4168
2025-11-28,Yogurt,10,2209
2025-11-03,Yogurt,5,2013
2025-11-16,Leche,4,2795
2025-11-29,Galletas,3,4618
2025-11-21,Leche,2,2119
2025-11-26,Yogurt,7,4506
2025-11-20,Queso,8,3990
2025-11-16,Galletas,7,2126
2025-11-26,Arepa,7,3854
2025-11-30,Café,9,2977
2025-11-24,Galletas,7,3843
2025-11-04,Café,1,1517
2025-11-29,Café,4,4536
2025-11-11,Yogurt,7,4875
2025-11-17,Café,3,3798
2025-11-21,Mantequilla,7,4554
2025-11-15,Queso,5,2240
2025-11-17,Café,2,2463
2025-11-05,Café,3,2354
2025-11-18,Arepa,9,1556
2025-11-15,Té,4,1868
2025-11-02,Arepa,8,1103
2025-11-03,Arepa,7,1335
2025-11-08,Leche,6,2450
2025-11-23,Galletas,1,2738
2025-11-02,Leche,8,3229
2025-11-06,Café,9,4473
2025-11-24,Té,3,1634
2025-11-02,Mantequilla,2,1529
2025-11-30,Chocolate,4,1193
2025-11-09,Café,4,3792
2025-11-07,Té,8,4144
2025-11-20,Leche,10,3230
2025-11-09,Pan,9,3728
2025-11-27,Café,4,4830
2025-11-29,Queso,4,3214
2025-11-21,Mantequilla,5,4754
2025-11-06,Galletas,4,2400
2025-11-26,Té,5,2992
2025-11-12,Galletas,3,3106
2025-11-17,Leche,8,2699
2025-11-15,Café,2,3471
2025-11-25,Leche,3,3620
2025-11-04,Café,1,2610
2025-11-24,Mantequilla,4,3097
2025-11-20,Arepa,2,4568
2025-11-12,Arepa,6,1557
2025-11-05,Café,1,2359
2025-11-11,Chocolate,1,2822
2025-11-05,Yogurt,1,4365
2025-11-21,Yogurt,2,1988
2025-11-07,Té,2,2496
2025-11-23,Yogurt,8,3917
2025-11-25,Té,9,2496
2025-11-05,Yogurt,5,1315
2025-11-28,Mantequilla,9,3822
2025-11-16,Leche,5,4245
2025-11-21,Leche,9,2453
2025-12-01,Mantequilla,7,1256
2025-11-07,Queso,1,4944
2025-11-28,Chocolate,5,2565
2025-11-02,Mantequilla,9,1379
2025-11-10,Yogurt,2,4363
2025-11-16,Chocolate,2,3234
2025-11-18,Queso,6,1078
2025-11-09,Arepa,5,1441
2025-11-07,Chocolate,4,4544
2025-11-15,Pan,9,4910
2025-11-16,Galletas,9,4843
2025-11-20,Café,9,4609
2025-11-11,Queso,10,2521
2025-11-22,Leche,1,4643
2025-11-06,Mantequilla,3,4655
2025-11-03,Leche,5,3647
2025-11-20,Pan,1,3218
2025-11-16,Queso,6,1475
2025-11-03,Yogurt,8,4315
2025-11-05,Té,4,4939
2025-11-02,Chocolate,4,4963
2025-11-16,Pan,6,1574
2025-12-01,Leche,10,2382
2025-11-18,Chocolate,4,3839
2025-11-05,Queso,9,2534
2025-11-09,Leche,1,2659
2025-11-08,Té,3,3050
2025-11-12,Pan,6,1718
2025-11-17,Galletas,2,4720
2025-11-26,Té,1,2376
2025-12-01,Arepa,6,4361
2025-11-14,Queso,3,4501
2025-11-06,Queso,3,2371
2025-11-04,Té,8,2497
2025-11-23,Mantequilla,2,1934
2025-11-06,Yogurt,2,4134
2025-11-08,Yogurt,3,4595
2025-11-24,Mantequilla,5,2178
2025-11-28,Té,4,3479
2025-11-04,Galletas,5,2079
2025-11-27,Arepa,1,3382
2025-11-03,Leche,7,4179
